Category,Product Name,Sales,Profit,Discount,Profit Margin %
Office Supplies,Xerox 1947,136.34,54.12,0.08,39.69
Furniture,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",136.34,56.12,0.03,41.16
Office Supplies,Stiletto Hand Letter Openers,136.32,-21.98,0.15,-16.12
Technology,Memorex Froggy Flash Drive 4 GB,136.28,42.42,0.08,31.13
Office Supplies,Avery Metallic Poly Binders,135.8,43.43,0.3,31.98
Furniture,"Eldon 200 Class Desk Accessories, Burgundy",135.65,44.59,0.12,32.87
Office Supplies,Xerox 222,134.78,60.65,0.09,45
Office Supplies,Wilson Jones Impact Binders,134.68,23.72,0.39,17.61
Office Supplies,Fellowes Presentation Covers for Comb Binding Machines,133.86,21.83,0.4,16.31
Office Supplies,Xerox 1959,133.6,60.65,0.07,45.4
Furniture,Eldon 200 Class Desk Accessories,133.14,39.19,0.03,29.44
Technology,OtterBox Defender Series Case - iPhone 5c,133.13,3.7,0.3,2.78
Office Supplies,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",132.89,60.92,0.04,45.84
Office Supplies,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",131.1,18.41,0.46,14.04
Technology,Hewlett-Packard 300S Scientific Calculator,131.1,60.31,0,46
Office Supplies,Xerox 1977,130.93,61.46,0.03,46.94
Office Supplies,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),129.17,55.97,0.08,43.33
Office Supplies,Harmony HEPA Quiet Air Purifiers,128.7,37.44,0.1,29.09
Office Supplies,OIC Binder Clips,128.16,60.14,0.03,46.93
Office Supplies,Newell 325,128.03,29.74,0.1,23.23
Technology,PowerGen Dual USB Car Charger,127.87,52.35,0.1,40.94
Office Supplies,Newell 347,127.54,30.3,0.09,23.76
Office Supplies,Xerox 230,127.01,56.25,0.08,44.29
Technology,KLD Oscar II Style Snap-on Ultra Thin Side Flip Synthetic Leather Cover Case for HTC One HTC M7,126.36,36.64,0,29
Office Supplies,"Wirebound Service Call Books, 5 1/2"" x 4""",125.84,60.4,0,48
Furniture,DAX Cubicle Frames - 8x10,125.79,20.77,0.12,16.51
Office Supplies,"Manila Recycled Extra-Heavyweight Clasp Envelopes, 6"" x 9""",125.17,52.37,0.15,41.84
Technology,Dell Slim USB Multimedia Keyboard,125,30,0,24
Office Supplies,"Ampad Phone Message Book, Recycled, 400 Message Capacity, 5 Â¾Â” x 11Â”",124.8,56.16,0,45
Furniture,Deflect-O Glasstique Clear Desk Accessories,124.74,37.04,0.07,29.69
Office Supplies,Xerox 1928,124.61,49.1,0.1,39.4
Office Supplies,"DXL Angle-View Binders with Locking Rings, Black",124.59,42.05,0.2,33.75
Furniture,"6"" Cubicle Wall Clock, Black",124.59,26.21,0.2,21.04
Office Supplies,Panasonic KP-350BK Electric Pencil Sharpener with Auto Stop,124.49,26.28,0.07,21.11
Office Supplies,Xerox 21,124.42,43.55,0.2,35
Office Supplies,Avery Hi-Liter Smear-Safe Highlighters,123.81,34.11,0.1,27.55
Office Supplies,"BIC Brite Liner Highlighters, Chisel Tip",123.12,30.59,0.1,24.85
Office Supplies,VariCap6 Expandable Binder,122.83,31.14,0.3,25.35
Office Supplies,Xerox 1907,122.8,57.72,0,47
Office Supplies,"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""",122.18,7.45,0.4,6.1
Office Supplies,Xerox 1995,121.82,47.69,0.1,39.15
Office Supplies,"Ink Jet Note and Greeting Cards, 8-1/2"" x 5-1/2"" Card Size",121.39,48.56,0.07,40
Office Supplies,Avery 519,121.35,51.61,0.07,42.53
Furniture,"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",121.3,21.71,0.13,17.9
Office Supplies,Crayola Colored Pencils,120.7,32.8,0.11,27.17
Office Supplies,Xerox 232,120.53,56.51,0.05,46.88
Office Supplies,Xerox 227,120.53,46.4,0.12,38.5
Office Supplies,"Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book",119.97,47.6,0.13,39.68
Office Supplies,Cardinal Slant-D Ring Binders,119.92,46.06,0.18,38.41
Furniture,"Bush Saratoga Collection 5-Shelf Bookcase, Hanover Cherry, *Special Order",119.83,-12.69,0.15,-10.59
Furniture,DAX Clear Channel Poster Frame,119.56,27.7,0.2,23.17
Technology,Cyber Acoustics AC-202b Speech Recognition Stereo Headset,119.51,-20.52,0.16,-17.17
Office Supplies,"Message Book, Phone, Wirebound Standard Line Memo, 2 3/4"" X 5""",119.21,52.01,0.04,43.63
Office Supplies,"BIC Brite Liner Grip Highlighters, Assorted, 5/Pack",118.72,43.71,0.07,36.82
Office Supplies,Newell 314,118.3,17.86,0.09,15.1
Office Supplies,"Wilson Jones 1"" Hanging DublLock Ring Binders",117.74,-8.55,0.5,-7.26
Office Supplies,"SlimView Poly Binder, 3/8""",117.59,5.7,0.46,4.85
Furniture,"Electrix Incandescent Magnifying Lamp, Black",117.28,-16.49,0.4,-14.06
Office Supplies,Strathmore Photo Frame Cards,116.96,53.8,0,46
Office Supplies,Avery Hole Reinforcements,116.5,14.83,0.41,12.73
Office Supplies,"Avery Durable Plastic 1"" Binders",116.22,37.5,0.33,32.27
Office Supplies,"Wirebound Message Books, Four 2 3/4 x 5 Forms per Page, 200 Sets per Book",115.43,47.22,0.07,40.91
Office Supplies,Avery Printable Repositionable Plastic Tabs,115.24,42.31,0.23,36.71
Furniture,Longer-Life Soft White Bulbs,115.19,44.72,0.12,38.82
Office Supplies,Wilson Jones Active Use Binders,115.02,37.06,0.3,32.22
Office Supplies,Xerox 1949,114.54,43.43,0.15,37.92
Office Supplies,Xerox 1971,113.85,47.94,0.1,42.11
Office Supplies,Avery File Folder Labels,113.47,48.84,0.11,43.04
Furniture,DAX Solid Wood Frames,113.33,33.32,0.07,29.4
Office Supplies,Akro-Mils 12-Gallon Tote,113.2,21.55,0.1,19.04
Office Supplies,Pressboard Hanging Data Binders for Unburst Sheets,112.67,-10.14,0.44,-9
Office Supplies,Xerox 213,111.46,50.8,0.07,45.58
Furniture,"Eldon Image Series Desk Accessories, Burgundy",111.19,28.26,0.12,25.42
Office Supplies,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",110.76,42.9,0.06,38.73
Office Supplies,SpineVue Locking Slant-D Ring Binders by Cardinal,110.59,6.03,0.39,5.45
Office Supplies,Avery Heavy-Duty EZD  Binder With Locking Rings,110.48,29.24,0.22,26.47
Office Supplies,Self-Adhesive Removable Labels,110.25,52.92,0,48
Office Supplies,"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream",110.16,46.14,0.13,41.88
Office Supplies,Xerox 204,110.16,52.88,0,48
Office Supplies,Xerox 201,110.16,46.14,0.08,41.88
Office Supplies,Recycled Premium Regency Composition Covers,110.02,39.88,0.2,36.25
Office Supplies,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",110.02,43.78,0.12,39.79
Office Supplies,Avery 516,109.65,51.54,0,47
Office Supplies,"Wirebound Message Books, Two 4 1/4"" x 5"" Forms per Page",109.58,49.08,0.03,44.79
Office Supplies,Xerox 1962,109.57,43.66,0.06,39.85
Furniture,Dana Swing-Arm Lamps,108.94,-11.21,0.34,-10.29
Office Supplies,#10 Self-Seal White Envelopes,108.68,52.12,0.05,47.96
Office Supplies,GBC Standard Plastic Binding Systems' Combs,108.64,5.02,0.42,4.62
Office Supplies,"Wirebound Message Books, 2 7/8"" x 5"", 3 Forms per Page",108.42,44.99,0.07,41.5
Furniture,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",108.08,6.76,0.2,6.25
Furniture,3M Hangers With Command Adhesive,108.04,36,0.15,33.32
Technology,Micro Innovations Wireless Classic Keyboard with Mouse,107.96,9.6,0.1,8.89
Technology,SanDisk Cruzer 16 GB USB Flash Drive,107.91,14.92,0.07,13.83
Office Supplies,"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",106.72,47.19,0.05,44.22
Office Supplies,Avery 518,106.47,49.14,0.05,46.15
Office Supplies,HP Office Recycled Paper (20Lb. and 87 Bright),106.35,50.34,0.05,47.33
Office Supplies,"Array Parchment Paper, Assorted Colors",106.29,49.5,0.05,46.57
Office Supplies,Belkin 7-Outlet SurgeMaster Home Series,106.17,2.79,0.24,2.63
Office Supplies,Avery Hanging File Binders,105.85,21.89,0.25,20.68
Office Supplies,Xerox 1900,105.29,44.08,0.09,41.87
Technology,Rosewill 107 Normal Keys USB Wired Standard Keyboard,105.14,0.81,0.07,0.77
Office Supplies,Xerox 211,104.98,40.95,0.1,39.01
Technology,Samsung Replacement EH64AVFWE Premium Headset,104.5,17.88,0.08,17.11
Technology,Memorex Micro Travel Drive 4 GB,103.88,37.42,0.07,36.02
Office Supplies,Avery Personal Creations Heavyweight Cards,103.86,37.85,0.13,36.44
Office Supplies,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",102.62,-11.88,0.45,-11.58
Office Supplies,Boston 16765 Mini Stand Up Battery Pencil Sharpener,102.61,16.32,0.1,15.9
Office Supplies,"TOPS 4 x 6 Fluorescent Color Memo Sheets, 500 Sheets per Pack",102.49,37.11,0.13,36.21
Office Supplies,Fellowes Black Plastic Comb Bindings,102.26,-4.42,0.41,-4.32
Office Supplies,Acme Titanium Bonded Scissors,102,20.23,0.08,19.83
Technology,Hewlett-Packard Deskjet F4180 All-in-One Color Ink-jet - Printer / copier / scanner,101.99,-71.4,0.7,-70.01
Furniture,"Linden 12"" Wall Clock With Oak Frame",101.94,30.58,0,30
Office Supplies,Xerox 1970,101.59,43.53,0.07,42.85
Office Supplies,Zebra Zazzle Fluorescent Highlighters,100.93,20.67,0.17,20.48
Office Supplies,Wilson Jones Â“SnapÂ” Scratch Pad Binder Tool for Ring Binders,100.92,30.74,0.2,30.46
Office Supplies,Cardinal Holdit Data Disk Pockets,100.46,38.73,0.13,38.55
Office Supplies,Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders,100.39,35.3,0.18,35.16
Office Supplies,Prang Drawing Pencil Set,100.08,27.08,0.07,27.06
Office Supplies,Xerox Blank Computer Paper,99.9,46.95,0,47
Office Supplies,"Avery Framed View Binder, EZD Ring (Locking), Navy, 1 1/2""",99.8,-0.7,0.45,-0.7
Office Supplies,Pressboard Data Binders by Wilson Jones,99.32,22.91,0.32,23.07
Office Supplies,Portfile Personal File Boxes,99.12,7.43,0.2,7.5
Office Supplies,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",99.06,40.77,0.07,41.16
Furniture,"GE 4 Foot Flourescent Tube, 40 Watt",98.87,42.24,0.07,42.72
Office Supplies,Xerox 1999,98.5,41.21,0.09,41.84
Furniture,Eldon Executive Woodline II Cherry Finish Desk Accessories,98.14,-78.51,0.6,-80
Furniture,"Executive Impressions 14"" Contract Wall Clock with Quartz Movement",97.81,-1.78,0.4,-1.82
Office Supplies,Fiskars Home & Office Scissors,97.68,27.35,0,28
Office Supplies,Xerox 1952,97.61,44.82,0.05,45.92
Office Supplies,Xerox 219,97.2,46.66,0,48
Office Supplies,Xerox 228,97.2,46.66,0,48
Office Supplies,Avery 495,97.02,42.59,0.05,43.9
Office Supplies,Newell 341,96.73,26.84,0.03,27.75
Office Supplies,Wilson Jones Standard D-Ring Binders,96.65,26.92,0.32,27.85
Technology,Sabrent 4-Port USB 2.0 Hub,96.42,29.2,0.05,30.28
Furniture,Dax Clear Box Frame,96.03,15.36,0.2,16
Office Supplies,"Dixon My First Ticonderoga Pencil, #2",95.94,17.02,0.15,17.74
Office Supplies,Xerox 210,95.9,35.25,0.17,36.76
Office Supplies,Xerox 224,95.9,38.62,0.1,40.27
Office Supplies,Xerox 1957,95.9,39.72,0.1,41.42
Office Supplies,Avery 51,95.76,41.33,0.04,43.16
Office Supplies,Avery White Multi-Purpose Labels,95.62,41.83,0.05,43.75
Office Supplies,Acme Elite Stainless Steel Scissors,95.08,21.02,0.08,22.11
Office Supplies,Newell 31,94.99,23.62,0.04,24.87
Office Supplies,"Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6Â” x 11Â”",94.93,43.14,0.07,45.44
Office Supplies,Xerox 1923,94.86,39.28,0.08,41.41
Office Supplies,DIXON Ticonderoga Erasable Checking Pencils,94.86,26.78,0.11,28.23
Office Supplies,Storex DuraTech Recycled Plastic Frosted Binders,94.13,11.45,0.5,12.16
Furniture,Acrylic Self-Standing Desk Frames,93.98,32.73,0.08,34.83
Office Supplies,Avery 513,93.62,34.46,0.08,36.81
Furniture,Eldon Expressions Mahogany Wood Desk Collection,93.6,23.4,0,25
Furniture,"Tensor ""Hersey Kiss"" Styled Floor Lamp",93.53,2.08,0.07,2.22
Office Supplies,"Snap-A-Way Black Print Carbonless Speed Message, No Reply Area, Duplicate",93.25,31.47,0.2,33.75
Office Supplies,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",93.22,39.53,0.11,42.41
Office Supplies,Newell 35,93.15,23.29,0.07,25
Office Supplies,Presstex Flexible Ring Binders,92.82,24.57,0.35,26.47
Office Supplies,Xerox 1987,92.48,45.32,0,49.01
Office Supplies,Xerox 196,92.48,39.42,0.1,42.63
Office Supplies,OIC Bulk Pack Metal Binder Clips,92.14,35.6,0.12,38.64
Office Supplies,Avery Binding System Hidden Tab Executive Style Index Sets,91.74,16.73,0.36,18.24
Office Supplies,Acco Translucent Poly Ring Binders,91.73,16.29,0.31,17.76
Office Supplies,Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags,91.69,-10.41,0.25,-11.35
Office Supplies,Akro Stacking Bins,91.52,-6.94,0.1,-7.58
Technology,Penpower WorldCard Pro Card Scanner,91.48,-1.83,0.5,-2
Office Supplies,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",91.44,34.9,0.16,38.17
Office Supplies,Avery 481,91.17,43.12,0.04,47.3
Furniture,"Bush Westfield Collection Bookcases, Dark Cherry Finish, Fully Assembled",90.88,-190.85,0.7,-210
Office Supplies,Acme Preferred Stainless Steel Scissors,90.88,26.36,0,29.01
Office Supplies,Fluorescent Highlighters by Dixon,90.74,22.45,0.12,24.74
Office Supplies,Avery 48,90.72,39.69,0.07,43.75
Office Supplies,Avery Durable Slant Ring Binders With Label Holder,90.71,12.46,0.49,13.74
Office Supplies,Prang Colored Pencils,90.55,38.81,0.06,42.86
Office Supplies,Xerox 1956,89.7,40.9,0.1,45.6
Office Supplies,Xerox 1920,89.7,40.36,0,44.99
Office Supplies,"Avery Durable Slant Ring Binders, No Labels",89.55,13.61,0.37,15.2
Office Supplies,Xerox 1967,89.42,38.88,0.08,43.48
Office Supplies,"RSVP Cards & Envelopes, Blank White, 8-1/2"" X 11"", 24 Cards/25 Envelopes/Set",89.41,38.25,0.1,42.78
Office Supplies,Avery 480,89.25,42.45,0.03,47.56
Office Supplies,Acme Design Stainless Steel Bent Scissors,88.92,24.01,0,27
Office Supplies,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",88.9,26.85,0.06,30.2
Office Supplies,Avery 478,88.38,43.31,0,49
Office Supplies,Manco Dry-Lighter Erasable Highlighter,88.16,27.97,0.03,31.73
Office Supplies,"TOPS Money Receipt Book, Consecutively Numbered in Red,",88.11,39.65,0,45
Technology,AmazonBasics 3-Button USB Wired Mouse,88.07,32.29,0.08,36.66
Office Supplies,"Bravo II Megaboss 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack",87.75,20.83,0.12,23.74
Office Supplies,Advantus Map Pennant Flags and Round Head Tacks,87.69,20.54,0.07,23.42
Office Supplies,Cardinal Holdit Business Card Pockets,87.65,22.91,0.24,26.14
Furniture,Advantus Panel Wall Acrylic Frame,87.52,25.16,0.2,28.75
Office Supplies,Avery 508,87.4,39.82,0.07,45.56
Office Supplies,Avery Durable Binders,87.26,13.82,0.33,15.84
Office Supplies,HP Office Paper (20Lb. and 87 Bright),86.84,38.21,0.1,44
Office Supplies,Newell 333,86.74,18.85,0.05,21.73
Office Supplies,Xerox 1992,86.11,40.36,0.05,46.87
Office Supplies,BIC Brite Liner Highlighters,86.11,30.88,0.09,35.86
Office Supplies,Boston 16701 Slimline Battery Pencil Sharpener,86.08,19.13,0.1,22.22
Office Supplies,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack",86,15.1,0.4,17.56
Office Supplies,Prestige Round Ring Binders,85.73,18.06,0.38,21.07
Office Supplies,Xerox 229,85.54,34.99,0.13,40.9
Office Supplies,Xerox 1986,85.5,40.35,0.05,47.19
Office Supplies,"Acco Recycled 2"" Capacity Laser Printer Hanging Data Binders",85.26,8.67,0.48,10.17
Office Supplies,Xerox 1932,85.06,28.71,0.2,33.75
Office Supplies,Avery 487,84.87,35.98,0.06,42.39
Furniture,"Westinghouse Mesh Shade Clip-On Gooseneck Lamp, Black",84.84,22.06,0,26
Furniture,Magna Visual Magnetic Picture Hangers,84.83,28.05,0.1,33.07
Office Supplies,Xerox 1954,84.48,32.21,0.1,38.13
Office Supplies,Avery 512,84.39,35.37,0.08,41.91
Office Supplies,Xerox 2000,84.24,37.07,0.08,44.01
Office Supplies,Xerox 200,84.24,33.7,0.12,40
Office Supplies,"Hunt BOSTON Vista Battery-Operated Pencil Sharpener, Black",83.95,15.86,0.15,18.89
Technology,Belkin iPhone and iPad Lightning Cable,83.94,6.3,0.2,7.51
Office Supplies,"Eureka Sanitaire  Multi-Pro Heavy-Duty Upright, Disposable Bags",83.9,12.76,0.12,15.21
Office Supplies,Southworth Parchment Paper & Envelopes,83.71,30.74,0.13,36.72
Office Supplies,Avery 483,83.66,32.57,0.1,38.93
Furniture,"Master Giant Foot Doorstop, Safety Yellow",83.49,31.57,0.07,37.81
Technology,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 1/Pack",83.44,11.47,0.2,13.75
Office Supplies,Newell Chalk Holder,83.43,36.59,0.06,43.86
Office Supplies,3M Organizer Strips,83.16,10.15,0.39,12.21
Office Supplies,Avery Durable Poly Binders,82.95,-15.59,0.53,-18.79
Furniture,OIC Stacking Trays,82.83,26.72,0.17,32.26
Office Supplies,Newell 351,82.66,22.11,0.03,26.75
Office Supplies,Things To Do Today Spiral Book,82.37,29.86,0.2,36.25
Office Supplies,Xerox 1902,82.22,32.89,0.1,40
Office Supplies,Zipper Ring Binder Pockets,81.74,11.73,0.38,14.35
Office Supplies,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",81.65,19.43,0.09,23.8
Office Supplies,Acme Stainless Steel Office Snips,81.42,12.43,0.1,15.27
Office Supplies,Newell 320,81.32,9.46,0.17,11.63
Furniture,G.E. Longer-Life Indoor Recessed Floodlight Bulbs,81.01,25.76,0.23,31.8
Office Supplies,"Adams Telephone Message Books, 5 1/4Â” x 11Â”",80.94,32.92,0.16,40.67
Technology,"Verbatim Slim CD and DVD Storage Cases, 50/Pack",80.78,16.16,0.1,20
Office Supplies,"Quartet Omega Colored Chalk, 12/Pack",80.59,34.16,0.09,42.39
Office Supplies,Tuff Stuff Recycled Round Ring Binders,80.49,23.96,0.28,29.77
Office Supplies,Xerox 221,80.35,33.18,0.1,41.29
Office Supplies,Newell 317,79.97,13.17,0.11,16.47
Office Supplies,Eldon File Chest Portable File,79.4,5.96,0.2,7.51
Technology,QVS USB Car Charger 2-Port 2.1Amp for iPod/iPhone/iPad/iPad 2/iPad 3,79.23,29.54,0.16,37.28
Office Supplies,Xerox 231,79.06,31.88,0.12,40.32
Office Supplies,Xerox 1966,79.06,32.79,0.1,41.47
Office Supplies,Xerox 1946,79.06,35.25,0.07,44.59
Office Supplies,Avery 474,78.34,34.27,0.11,43.75
Office Supplies,Sterilite Show Offs Storage Containers,78.14,-6.34,0.08,-8.11
Office Supplies,Avery Poly Binder Pockets,78.04,14.75,0.25,18.9
Office Supplies,Fashion Color Clasp Envelopes,77.9,36.52,0.07,46.88
Office Supplies,Bulldog Table or Wall-Mount Pencil Sharpener,77.87,22.58,0,29
Office Supplies,Xerox 193,77.74,38.09,0,49
Office Supplies,Plymouth Boxed Rubber Bands by Plymouth,77.24,-3.3,0.08,-4.27
Office Supplies,Xerox 1963,77.09,27.72,0.13,35.96
Office Supplies,"Memo Book, 100 Message Capacity, 5 3/8Â” x 11Â”",76.84,36.4,0.07,47.37
Office Supplies,Acme Value Line Scissors,76.65,20.44,0.06,26.67
Office Supplies,Xerox 1994,76.46,32.66,0.1,42.72
Office Supplies,"Geographics Note Cards, Blank, White, 8 1/2"" x 11""",76.09,29.54,0.13,38.82
Office Supplies,Newell 328,75.92,19.74,0,26
Office Supplies,Xerox 198,75.7,33.47,0.07,44.21
Office Supplies,Rogers Handheld Barrel Pencil Sharpener,75.62,15.62,0.06,20.66
Technology,"SmartStand Mobile Device Holder, Assorted Colors",75.49,10.07,0.13,13.34
Office Supplies,Fiskars Spring-Action Scissors,75.49,13.42,0.1,17.78
Furniture,"Eldon 200 Class Desk Accessories, Black",75.36,28.64,0,38
Office Supplies,"Dixon Ticonderoga Erasable Colored Pencil Set, 12-Color",75.35,20.09,0.1,26.66
Office Supplies,Newell 331,75.31,14.62,0.1,19.41
Office Supplies,Xerox 22,75.17,31.36,0.07,41.72
Technology,KeyTronicÂ KT800P2 -Â KeyboardÂ - Black,75.1,1.2,0.13,1.6
Office Supplies,Tops Wirebound Message Log Books,73.7,29.28,0.07,39.73
Office Supplies,"Sanford Colorific Colored Pencils, 12/Box",73.15,20.74,0.04,28.35
Office Supplies,XtraLife ClearVue Slant-D Ring Binders by Cardinal,72.91,-13.33,0.5,-18.28
Office Supplies,"Adams ""While You Were Out"" Message Pads",72.85,31.4,0.04,43.1
Office Supplies,"Universal Recycled Hanging Pressboard Report Binders, Letter Size",72.81,8.64,0.48,11.87
Office Supplies,Southworth Structures Collection,72.8,36.4,0,50
Furniture,Stacking Trays by OIC,72.71,9.31,0.23,12.8
Office Supplies,"Wirebound Message Books, 5-1/2 x 4 Forms, 2 or 4 Forms per Page",72.25,31.31,0.13,43.34
Office Supplies,Ibico Presentation Index for Binding Systems,72.04,15.08,0.27,20.93
Technology,"Vtech AT&T CL2940 Corded Speakerphone, Black",71.98,24.29,0.2,33.75
Office Supplies,GBC Instant Index System for Binding Systems,71.93,-12.43,0.48,-17.28
Office Supplies,#6 3/4 Gummed Flap White Envelopes,71.28,24.95,0.2,35
Office Supplies,Smead Alpha-Z Color-Coded Name Labels First Letter Starter Set,71.25,32.25,0.08,45.26
Office Supplies,Xerox 1981,70.75,30.1,0.05,42.54
Office Supplies,"TOPS ""Important Message"" Pads, Canary, 4-1/4 x 5-1/2, 50 Sheets per Pad",70.19,31.63,0.07,45.06
Office Supplies,Xerox 1975,69.98,30.33,0.08,43.34
Office Supplies,Recycled Pressboard Report Cover with Reinforced Top Hinge,69.77,13.76,0.36,19.72
Office Supplies,Stockwell Push Pins,69.76,20.1,0.08,28.81
Office Supplies,Xerox 1899,69.36,28.09,0.12,40.5
Office Supplies,Woodgrain Magazine Files by Perma,69.14,2.62,0.07,3.79
Office Supplies,GBC Plasticlear Binding Covers,68.88,-68.42,0.73,-99.33
Office Supplies,Avery 52,68.63,31.48,0.03,45.87
Office Supplies,Newell 336,68.48,13.78,0.1,20.12
Office Supplies,Avoid Verbal Orders Carbonless Minifold Book,68.28,29.95,0.04,43.86
Office Supplies,"Recycled Interoffice Envelopes with Re-Use-A-Seal Closure, 10 x 13",68.28,23.04,0.2,33.74
Office Supplies,Avery Non-Stick Heavy Duty View Round Locking Ring Binders,68.17,30.86,0.07,45.27
Office Supplies,Poly String Tie Envelopes,68.14,30.29,0.07,44.45
Office Supplies,Barrel Sharpener,67.83,17.64,0,26.01
Office Supplies,Xerox 1897,67.73,27.09,0.15,40
Office Supplies,"Acco PRESSTEX Data Binder with Storage Hooks, Light Blue, 9 1/2"" X 11""",67.25,19.69,0.26,29.28
Office Supplies,Acco Hot Clips Clips to Go,67.12,25.5,0.13,37.99
Office Supplies,Newell 332,67.03,15.52,0.04,23.15
Office Supplies,Avery 49,66.82,31.56,0.03,47.23
Office Supplies,Wilson Jones data.warehouse D-Ring Binders with DublLock,66.66,15.31,0.4,22.97
Office Supplies,Insertable Tab Post Binder Dividers,66.57,-39.7,0.57,-59.64
Furniture,"Executive Impressions 8-1/2"" Career Panel/Partition Cubicle Clock",66.56,18.51,0.1,27.81
Office Supplies,Avery 501,66.42,23.39,0.18,35.22
Office Supplies,GBC ProClick Spines for 32-Hole Punch,66.41,-13.28,0.44,-20
Office Supplies,Avery 506,66.08,28.17,0.07,42.63
Office Supplies,"Acco Clips to Go Binder Clips, 24 Clips in Two Sizes",66.03,30.28,0.04,45.86
Office Supplies,Newell 321,65.6,14.37,0.1,21.91
Office Supplies,Newell 348,65.6,9.71,0.17,14.8
Office Supplies,Pastel Pink Envelopes,65.52,31.45,0,48
Office Supplies,Avery Fluorescent Highlighter Four-Color Set,65.46,9.35,0.18,14.28
Technology,Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple,65.34,3.91,0.2,5.98
Furniture,Stackable Trays,65.3,17.12,0.09,26.22
Office Supplies,Newell 343,65.27,13.76,0.06,21.08
Office Supplies,ACCOHIDE Binder by Acco,65.25,19.29,0.22,29.56
Office Supplies,Xerox 1927,65.06,22.68,0.12,34.86
Technology,Belkin Grip Candy Sheer Case / Cover for iPhone 5 and 5S,64.97,12.99,0.07,19.99
Office Supplies,"Black Print Carbonless 8 1/2"" x 8 1/4"" Rapid Memo Book",64.06,20.82,0.2,32.5
Office Supplies,Advantus T-Pin Paper Clips,64.04,20.02,0.12,31.26
Furniture,Ultra Commercial Grade Dual Valve Door Closer,63.82,9.57,0.2,15
Office Supplies,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",63.63,-13.91,0.56,-21.86
Technology,Shocksock Galaxy S4 Armband,63.51,-10.07,0.13,-15.86
Office Supplies,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 9 1/2"" X 11""",62.95,-0.16,0.55,-0.25
Office Supplies,Peel & Seel Envelopes,62.86,26.54,0.1,42.22
Furniture,G.E. Halogen Desk Lamp Bulbs,62.82,22.89,0.16,36.44
Office Supplies,Avery 515,62.65,29.45,0,47.01
Office Supplies,"Post-it Â“Important MessageÂ” Note Pad, Neon Colors, 50 Sheets/Pad",62.61,28.54,0.1,45.58
Office Supplies,Newell 350,62.32,15.74,0.07,25.26
Office Supplies,Park Ridge Embossed Executive Business Envelopes,62.28,29.27,0,47
Office Supplies,Wilson Jones Four-Pocket Poly Binders,62.13,5.43,0.42,8.74
Office Supplies,Hoover Portapower Portable Vacuum,61.82,1.34,0.3,2.17
Office Supplies,Newell 318,61.72,14.4,0.04,23.33
Technology,Anker 24W Portable Micro USB Car Charger,61.54,14.07,0.3,22.86
Office Supplies,Newell 311,61.44,13.04,0.08,21.22
Office Supplies,Xerox 206,60.91,23.85,0.16,39.16
Office Supplies,Xerox 1924,60.11,24.74,0.15,41.16
Office Supplies,Spiral Phone Message Books with Labels by Adams,60.03,25.76,0.05,42.91
Technology,NETGEAR RangeMax WNR1000 Wireless Router,59.98,12,0.2,20.01
Office Supplies,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue",59.82,13.18,0.3,22.03
Office Supplies,Newell 330,59.8,11.12,0.05,18.6
Furniture,"Master Caster Door Stop, Large Brown",59.7,14.56,0.2,24.39
Office Supplies,"Crayola Anti Dust Chalk, 12/Pack",59.7,24.66,0.09,41.31
Office Supplies,"Boston 1827 Commercial Additional Cutter, Drive Gear & Gear Rack for 1606",59.49,17.85,0,30.01
Furniture,"Executive Impressions 16-1/2"" Circular Wall Clock",58.78,-1.07,0.3,-1.82
